"year","state_abbr","state","population","violent_crime","homicide","rape_legacy","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","income","attainment rate"
2017,"WA","Washington",7425432,22483,226,NA,5386,13571,235206,43687,162154,29365,"75,418",54.95248166
2017,"WI","Wisconsin",5792051,18638,192,NA,4370,11899,104908,17570,77868,9470,"63,451",50.53537869
2017,"WV","West Virginia",1817048,6564,98,NA,673,5000,32560,7557,21917,3086,"45,392",36.36514431
2017,"WY","Wyoming",578934,1358,14,NA,98,993,10528,1556,8211,761,"57,837",45.10207459
2017,"USA","United States",325147121,1283875,17294,NA,320596,810319,7682988,1397045,5513000,772943,"61,372",47.63867354
2018,"AK","Alaska",735139,6555,47,NA,896,4400,24345,3985,16364,3996,"68,734",48.22822139
2018,"AL","Alabama",4887681,25567,383,NA,4047,19105,138702,29101,96328,13273,"49,936",44.01104019
2018,"AR","Arkansas",3009733,16904,222,NA,1593,12748,89177,19520,62350,7307,"49,781",43.55486829
2018,"AZ","Arizona",7158024,34053,383,NA,6509,23556,192730,31787,141789,19154,"62,283",53.97070955
2018,"CA","California",39461588,176604,1739,NA,54328,105031,941644,164645,621779,155220,"70,489",51.10009467
2018,"CO","Colorado",5691287,22851,215,NA,3781,14527,154292,21757,110518,22017,"73,034",59.80131377
2018,"CT","Connecticut",3571520,7485,86,NA,2205,4321,59356,7983,44181,7192,"72,812",57.29324574
2018,"DC","District of Columbia",701547,6995,160,NA,2415,3970,30726,1788,26345,2593,"85,750",69.26350011
2018,"DE","Delaware",965479,4079,46,NA,861,2838,22405,3154,17780,1471,"65,012",44.13481135
2018,"FL","Florida",21244317,81980,1107,NA,16884,55551,486017,71933,372919,41165,"54,644",52.18345747
2018,"GA","Georgia",10511131,35619,647,NA,8499,23675,277803,46816,205631,25356,"55,821",52.09925387
2018,"HI","Hawaii",1420593,3622,40,NA,951,1922,41027,5709,29600,5718,"80,108",51.03140945
2018,"IA","Iowa",3148618,8303,70,NA,989,6118,57024,12433,39498,5093,"68,718",53.13357205
2018,"ID","Idaho",1750536,4196,34,NA,195,3040,25822,4990,18876,1956,"58,728",45.24854945
2018,"IL","Illinois",12723071,52343,902,NA,14251,31084,246679,39317,187517,19845,"70,145",54.42900189
2018,"IN","Indiana",6695497,25009,418,NA,5737,16368,146948,25894,105861,15193,"59,892",48.50528206
2018,"KS","Kansas",2911359,12861,122,NA,1420,9655,77449,12792,56726,7931,"63,938",54.80433359
2018,"KY","Kentucky",4461153,9719,250,NA,2469,5125,89235,17462,61313,10460,"54,555",49.13607486
2018,"LA","Louisiana",4659690,25314,533,NA,4600,18076,152996,31291,110066,11639,"49,973",47.320817
2018,"MA","Massachusetts",6882635,23424,138,NA,4084,16737,87658,14095,66968,6595,"86,345",61.11273655
2018,"MD","Maryland",6035802,28330,491,NA,9716,16132,122945,18910,91887,12148,"86,223",55.64382521
2018,"ME","Maine",1339057,1500,23,NA,228,802,18201,2712,14712,777,"58,663",50.48484663
2018,"MI","Michigan",9984072,45176,555,NA,5638,31082,166186,31834,116876,17476,"60,449",48.88887887
2018,"MN","Minnesota",5606249,12403,107,NA,2946,6875,112186,16206,85849,10131,"71,817",58.57510637
2018,"MO","Missouri",6121623,30696,599,NA,5206,21956,162698,27345,115506,19847,"61,726",46.51902146
2018,"MS","Mississippi",2981020,7929,214,NA,1700,5419,71701,20355,46201,5145,"42,781",45.21261454
2018,"MT","Montana",1060665,4040,37,NA,270,3164,26787,3329,20641,2817,"57,679",50.29588963
2018,"NC","North Carolina",10381615,36980,574,NA,7573,26200,243323,57450,169376,16497,"53,369",51.43221574
2018,"ND","North Dakota",758080,2154,18,NA,158,1569,15621,2742,11088,1791,"66,505",55.21293048
2018,"NE","Nebraska",1925614,5583,44,NA,736,3513,40193,5308,29987,4898,"67,575",53.55222851
2018,"NH","New Hampshire",1353465,2404,21,NA,342,1463,17201,1908,14396,897,"81,346",54.66162711
2018,"NJ","New Jersey",8886025,18536,285,NA,6364,10463,125155,19232,94886,11037,"74,176",56.46792909
2018,"NM","New Mexico",2092741,17637,153,NA,2646,13536,70722,16102,44592,10028,"48,283",47.24605575
2018,"NV","Nevada",3027341,16715,202,NA,3862,10322,73998,17741,44341,11916,"61,864",41.2876606
2018,"NY","New York",19530351,68512,562,NA,18191,43182,281543,31158,237243,13142,"67,274",53.57411135
2018,"OH","Ohio",11676341,34426,596,NA,9608,18370,257848,49456,188433,19959,"61,633",49.23904383
2018,"OK","Oklahoma",3940235,18701,215,NA,2805,13250,114395,27178,73799,13418,"54,434",45.94013876
2018,"OR","Oregon",4181886,12146,86,NA,2515,7431,122401,16515,89191,16695,"69,165",50.53611212
2018,"PA","Pennsylvania",12800922,39099,784,NA,9854,23971,190633,27054,150441,13138,"64,524",50.25553607
2018,"RI","Rhode Island",1058287,2326,16,NA,453,1363,17625,2817,13270,1538,"62,266",51.42916184
2018,"SC","South Carolina",5084156,25463,411,NA,3592,18810,156330,29957,111427,14946,"57,444",46.77502497
2018,"SD","South Dakota",878698,3483,12,NA,222,2632,15191,2502,11237,1452,"59,463",48.62634847
2018,"TN","Tennessee",6771631,42687,508,NA,7222,31946,192897,33538,138710,20649,"56,060",45.20513325
2018,"TX","Texas",28628666,118197,1327,NA,28339,73433,681143,117897,493238,70008,"59,785",47.06586978
2018,"UT","Utah",3153550,7551,63,NA,1237,4397,76294,10079,58406,7809,"77,067",56.37514688
2018,"VA","Virginia",8501286,17357,417,NA,3610,10258,142931,15659,116496,10776,"77,151",57.04927883
2018,"VT","Vermont",624358,1155,11,NA,73,745,8211,1496,6451,264,"70,066",53.0694796
2018,"WA","Washington",7523869,23719,236,NA,5557,14316,223256,40434,154941,27881,"79,726",59.43889048
2018,"WI","Wisconsin",5807406,17365,175,NA,3493,11364,91238,14180,68380,8678,"62,629",53.09524737
2018,"WV","West Virginia",1804291,5411,76,NA,333,4286,27888,5916,19783,2189,"50,573",42.01482213
2018,"WY","Wyoming",577601,1235,14,NA,75,885,10308,1551,7974,783,"62,539",50.53782095
2018,"USA","United States",326687501,1252399,16374,NA,281278,810982,7219084,1235013,5232167,751904,"63,179",51.25092652
2019,"AK","Alaska",731545,6343,69,NA,826,4360,21294,3563,15114,2617,"78,394",49.50284925
2019,"AL","Alabama",4903185,25046,358,NA,3941,18679,131133,26079,92477,12577,"56,200",45.11473276
2019,"AR","Arkansas",3017804,17643,242,NA,1557,13513,86250,18095,60735,7420,"54,539",43.55786791
2019,"AZ","Arizona",7278717,33141,365,NA,6410,22704,177638,28699,130788,18151,"70,674",53.75584914
2019,"CA","California",39512223,174331,1690,NA,52301,105541,921114,152555,626802,141757,"78,105",51.97862659
2019,"CO","Colorado",5758736,21938,218,NA,3663,14185,149189,20064,107012,22113,"72,499",61.04810083
2019,"CT","Connecticut",3565287,6546,104,NA,1929,3742,50862,6441,38457,5964,"87,291",57.0893766
2019,"DC","District of Columbia",705749,7403,166,NA,2713,4179,30821,1843,26645,2333,"93,111",69.05712394
2019,"DE","Delaware",973764,4115,48,NA,790,2967,21931,2968,17359,1604,"74,194",47.90522117
2019,"FL","Florida",21477737,81270,1122,NA,16217,55475,460846,63396,358402,39048,"58,368",52.75092791
2019,"GA","Georgia",10617423,36170,654,NA,7961,24633,252249,39506,188967,23776,"56,628",52.79662056
2019,"HI","Hawaii",1415872,4042,48,NA,1131,2098,40228,5340,29634,5254,"88,006",50.7201276
2019,"IA","Iowa",3155070,8410,60,NA,863,6323,54699,11710,37847,5142,"66,054",53.40845217
2019,"ID","Idaho",1787065,4000,35,NA,155,3001,21793,3927,16295,1571,"65,988",46.48779725
2019,"IL","Illinois",12671821,51561,832,NA,12464,32187,233984,34433,180776,18775,"74,399",55.22491455
2019,"IN","Indiana",6732219,24966,377,NA,5331,16783,132694,21795,97176,13723,"66,693",48.33529671
2019,"KS","Kansas",2913314,11968,105,NA,1293,9154,67428,9984,50165,7279,"73,151",54.86129208
2019,"KY","Kentucky",4467673,9701,221,NA,2161,5747,84769,15443,59130,10196,"55,662",49.39037831
2019,"LA","Louisiana",4648794,25537,544,NA,4025,18695,146993,26918,109359,10716,"51,707",48.1469729
2019,"MA","Massachusetts",6892503,22578,152,NA,3613,16609,81317,12341,62844,6132,"87,707",61.58263703
2019,"MD","Maryland",6045680,27456,542,NA,9203,15798,117901,16862,89780,11259,"95,572",55.87127015
2019,"ME","Maine",1344212,1548,20,NA,188,824,16743,2350,13667,726,"66,546",52.57763745
2019,"MI","Michigan",9986857,43686,556,NA,5350,30545,158296,28572,111980,17744,"64,119",49.09566857
2019,"MN","Minnesota",5639632,13332,117,NA,3149,7618,117236,15927,90092,11217,"81,426",59.00739676
2019,"MO","Missouri",6137428,30380,568,NA,4959,21936,161946,26414,114460,21072,"60,597",46.9803857
2019,"MS","Mississippi",2976149,8272,332,NA,1700,5493,70707,18660,46300,5747,"44,787",44.35713791
2019,"MT","Montana",1068778,4328,27,NA,205,3472,23440,2887,18176,2377,"60,195",52.15931923
2019,"NC","North Carolina",10488084,38995,632,NA,7599,27517,247236,54447,174728,18061,"61,159",52.06608504
2019,"ND","North Dakota",762062,2169,24,NA,179,1529,15066,2608,10666,1792,"70,031",55.26419599
2019,"NE","Nebraska",1934408,5821,45,NA,792,3731,39449,4745,29719,4985,"73,071",54.88998932
2019,"NH","New Hampshire",1359711,2074,33,NA,313,1138,16442,1717,13832,893,"86,900",55.07734066
2019,"NJ","New Jersey",8882190,18375,262,NA,5730,10852,118637,16399,91902,10336,"87,726",56.57938636
2019,"NM","New Mexico",2096829,17450,181,NA,2341,13640,65269,14610,41702,8957,"53,113",48.63275382
2019,"NV","Nevada",3080156,15210,143,NA,3286,9620,71525,15510,44755,11260,"70,906",42.53598958
2019,"NY","New York",19453561,69764,558,NA,18068,44555,267155,27600,226851,12704,"71,855",54.3252355
2019,"OH","Ohio",11689100,34269,538,NA,8846,19154,240291,43894,177725,18672,"64,663",49.53940375
2019,"OK","Oklahoma",3956971,17086,266,NA,2369,12183,112587,26577,72632,13378,"59,397",46.52154652
2019,"OR","Oregon",4217737,11995,116,NA,2276,7825,115170,14724,85261,15185,"74,413",51.02113306
2019,"PA","Pennsylvania",12801989,39228,669,NA,9743,24465,179665,23354,143921,12390,"70,582",50.67067194
2019,"RI","Rhode Island",1059361,2342,25,NA,418,1408,16259,2321,12580,1358,"70,151",52.85936346
2019,"SC","South Carolina",5148714,26323,464,NA,3294,20105,151389,27461,108953,14975,"62,028",47.60744927
2019,"SD","South Dakota",884659,3530,17,NA,195,2676,15667,2646,11265,1756,"64,255",49.24392051
2019,"TN","Tennessee",6829174,40647,498,NA,6150,31186,181153,29869,132104,19180,"56,627",46.84124098
2019,"TX","Texas",28995881,121474,1409,NA,28988,76253,693204,113902,501813,77489,"67,444",47.94061965
2019,"UT","Utah",3205958,7553,72,NA,1125,4534,69546,8871,53937,6738,"84,523",55.84804642
2019,"VA","Virginia",8535519,17753,426,NA,3524,10987,140213,13900,116044,10269,"81,313",57.44235157
2019,"VT","Vermont",623989,1262,11,NA,71,902,8888,1275,7315,298,"74,305",52.58288824
2019,"WA","Washington",7614893,22377,198,NA,5147,13700,204224,34540,145282,24402,"82,454",59.43455355
2019,"WI","Wisconsin",5822434,17070,175,NA,2991,11643,85672,12667,65620,7385,"67,355",54.67430498
2019,"WV","West Virginia",1792147,5674,78,NA,378,4464,28376,5891,20066,2419,"53,706",42.57360957
2019,"WY","Wyoming",578759,1258,13,NA,67,854,9093,1396,6984,713,"65,134",51.62928526
2019,"USA","United States",328239523,1245410,16425,NA,267988,821182,6925677,1117696,5086096,721885,"68,703",51.86485858
2020,NA,"United States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67,521",NA
2020,NA,"Alabama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54,393",NA
2020,NA,"Alaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74,476",NA
2020,NA,"Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,628",NA
2020,NA,"Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50,540",NA
2020,NA,"California",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77,358",NA
2020,NA,"Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82,611",NA
2020,NA,"Connecticut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79,043",NA
2020,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69,132",NA
2020,NA,"District of Columbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88,311",NA
2020,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57,435",NA
2020,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58,952",NA
2020,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80,729",NA
2020,NA,"Idaho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,499",NA
2020,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73,753",NA
2020,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,360",NA
2020,NA,"Iowa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68,469",NA
2020,NA,"Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72,815",NA
2020,NA,"Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56,525",NA
2020,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50,935",NA
2020,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63,440",NA
2020,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94,384",NA
2020,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86,725",NA
2020,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63,829",NA
2020,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78,461",NA
2020,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44,966",NA
2020,NA,"Missouri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61,901",NA
2020,NA,"Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56,442",NA
2020,NA,"Nebraska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72,024",NA
2020,NA,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60,956",NA
2020,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88,235",NA
2020,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85,239",NA
2020,NA,"New Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50,822",NA
2020,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68,304",NA
2020,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60,266",NA
2020,NA,"North Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63,657",NA
2020,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60,110",NA
2020,NA,"Oklahoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52,341",NA
2020,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76,554",NA
2020,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70,117",NA
2020,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80,012",NA
2020,NA,"South Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60,097",NA
2020,NA,"South Dakota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69,787",NA
2020,NA,"Tennessee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54,665",NA
2020,NA,"Texas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68,093",NA
2020,NA,"Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83,670",NA
2020,NA,"Vermont",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66,902",NA
2020,NA,"Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81,947",NA
2020,NA,"Washington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81,083",NA
2020,NA,"West Virginia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51,615",NA
2020,NA,"Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67,094",NA
2020,NA,"Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65,108",NA
2008,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.53674056
2009,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.23124053
2010,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.33507581
2011,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.78541217
2012,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.34554076
2013,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.08227456
2014,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.68837181
2015,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.82558504
2016,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.11427274
2017,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.06608266
2018,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.21894292
2019,NA,"Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.94553688
